"assembly"	"sample"	"design"	"method"	"Median quality"	"Average quality"
"T2T-CHM13"	"HG00099"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6693711967546
"T2T-CHM13"	"HG00100"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0756646216769
"T2T-CHM13"	"HG00101"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3238289205703
"T2T-CHM13"	"HG00103"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4774590163934
"T2T-CHM13"	"HG00106"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6877551020408
"T2T-CHM13"	"HG00107"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9445585215606
"T2T-CHM13"	"HG00111"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0366598778004
"T2T-CHM13"	"HG00114"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6795918367347
"T2T-CHM13"	"HG00117"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6098562628337
"T2T-CHM13"	"HG00120"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7393075356415
"T2T-CHM13"	"HG00123"	"1kGP WGS
long-read"	"cramino_qual"	12	12.4151329243354
"T2T-CHM13"	"HG00124"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5173824130879
"T2T-CHM13"	"HG00125"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5811088295688
"T2T-CHM13"	"HG00128"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9042769857434
"T2T-CHM13"	"HG00129"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8254620123203
"T2T-CHM13"	"HG00130"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2833675564682
"T2T-CHM13"	"HG00131"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2551020408163
"T2T-CHM13"	"HG00133"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0246406570842
"T2T-CHM13"	"HG00137"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0573770491803
"T2T-CHM13"	"HG00139"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2965235173824
"T2T-CHM13"	"HG00141"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6020618556701
"T2T-CHM13"	"HG00146"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0692464358452
"T2T-CHM13"	"HG00148"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8146639511202
"T2T-CHM13"	"HG00149"	"1kGP WGS
long-read"	"cramino_qual"	14	14.050916496945
"T2T-CHM13"	"HG00152"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5807770961145
"T2T-CHM13"	"HG00157"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0756646216769
"T2T-CHM13"	"HG00158"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2725409836066
"T2T-CHM13"	"HG00159"	"1kGP WGS
long-read"	"cramino_qual"	13	13.1285714285714
"T2T-CHM13"	"HG00171"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8323108384458
"T2T-CHM13"	"HG00173"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5
"T2T-CHM13"	"HG00188"	"1kGP WGS
long-read"	"cramino_qual"	17	15.6748466257669
"T2T-CHM13"	"HG00190"	"1kGP WGS
long-read"	"cramino_qual"	16	15.560327198364
"T2T-CHM13"	"HG00235"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7464212678937
"T2T-CHM13"	"HG00242"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2897959183673
"T2T-CHM13"	"HG00243"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3073770491803
"T2T-CHM13"	"HG00247"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8641975308642
"T2T-CHM13"	"HG00252"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3714285714286
"T2T-CHM13"	"HG00254"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4526748971193
"T2T-CHM13"	"HG00255"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4086242299795
"T2T-CHM13"	"HG00258"	"1kGP WGS
long-read"	"cramino_qual"	16	15.780737704918
"T2T-CHM13"	"HG00261"	"1kGP WGS
long-read"	"cramino_qual"	16	15.8627049180328
"T2T-CHM13"	"HG00268"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.8340163934426
"T2T-CHM13"	"HG00269"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9218106995885
"T2T-CHM13"	"HG00271"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8548057259714
"T2T-CHM13"	"HG00273"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1367346938775
"T2T-CHM13"	"HG00274"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1209016393443
"T2T-CHM13"	"HG00278"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8612244897959
"T2T-CHM13"	"HG00282"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8965517241379
"T2T-CHM13"	"HG00284"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6175869120654
"T2T-CHM13"	"HG00311"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7254098360656
"T2T-CHM13"	"HG00312"	"1kGP WGS
long-read"	"cramino_qual"	14	13.4335378323108
"T2T-CHM13"	"HG00313"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5954825462012
"T2T-CHM13"	"HG00315"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5389344262295
"T2T-CHM13"	"HG00321"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9549180327869
"T2T-CHM13"	"HG00323"	"1kGP WGS
long-read"	"cramino_qual"	17	15.816700610998
"T2T-CHM13"	"HG00324"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2418032786885
"T2T-CHM13"	"HG00325"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4467213114754
"T2T-CHM13"	"HG00334"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9364754098361
"T2T-CHM13"	"HG00335"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5673469387755
"T2T-CHM13"	"HG00336"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2953156822811
"T2T-CHM13"	"HG00338"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0692464358452
"T2T-CHM13"	"HG00342"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6421267893661
"T2T-CHM13"	"HG00346"	"1kGP WGS
long-read"	"cramino_qual"	15	14.840490797546
"T2T-CHM13"	"HG00349"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8691206543967
"T2T-CHM13"	"HG00357"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4106776180698
"T2T-CHM13"	"HG00360"	"1kGP WGS
long-read"	"cramino_qual"	16	15.64681724846
"T2T-CHM13"	"HG00361"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2069672131148
"T2T-CHM13"	"HG00365"	"1kGP WGS
long-read"	"cramino_qual"	16	15.8973305954825
"T2T-CHM13"	"HG00367"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4253578732106
"T2T-CHM13"	"HG00368"	"1kGP WGS
long-read"	"cramino_qual"	13	13.1588594704684
"T2T-CHM13"	"HG00377"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0651731160896
"T2T-CHM13"	"HG00378"	"1kGP WGS
long-read"	"cramino_qual"	14	13.5551020408163
"T2T-CHM13"	"HG00381"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2020408163265
"T2T-CHM13"	"HG00404"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4744376278119
"T2T-CHM13"	"HG00407"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0940695296524
"T2T-CHM13"	"HG00409"	"1kGP WGS
long-read"	"cramino_qual"	15	14.265306122449
"T2T-CHM13"	"HG00418"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2525458248472
"T2T-CHM13"	"HG00419"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6428571428571
"T2T-CHM13"	"HG00420"	"1kGP WGS
long-read"	"cramino_qual"	13	13.2032520325203
"T2T-CHM13"	"HG00427"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3905930470348
"T2T-CHM13"	"HG00436"	"1kGP WGS
long-read"	"cramino_qual"	14	13.5183673469388
"T2T-CHM13"	"HG00442"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2895277207392
"T2T-CHM13"	"HG00443"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4643584521385
"T2T-CHM13"	"HG00446"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6367346938776
"T2T-CHM13"	"HG00449"	"1kGP WGS
long-read"	"cramino_qual"	16	15.030487804878
"T2T-CHM13"	"HG00452"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4795918367347
"T2T-CHM13"	"HG00464"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4335378323108
"T2T-CHM13"	"HG00472"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1083844580777
"T2T-CHM13"	"HG00475"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2766393442623
"T2T-CHM13"	"HG00479"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.8504098360656
"T2T-CHM13"	"HG00513"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8282208588957
"T2T-CHM13"	"HG00530"	"1kGP WGS
long-read"	"cramino_qual"	15	14.922131147541
"T2T-CHM13"	"HG00537"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7975460122699
"T2T-CHM13"	"HG00551"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9488752556237
"T2T-CHM13"	"HG00565"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1145194274029
"T2T-CHM13"	"HG00566"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2484725050916
"T2T-CHM13"	"HG00583"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3006134969325
"T2T-CHM13"	"HG00584"	"1kGP WGS
long-read"	"cramino_qual"	15	14.560327198364
"T2T-CHM13"	"HG00589"	"1kGP WGS
long-read"	"cramino_qual"	16	14.869387755102
"T2T-CHM13"	"HG00596"	"1kGP WGS
long-read"	"cramino_qual"	15	14.9077868852459
"T2T-CHM13"	"HG00607"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2956878850103
"T2T-CHM13"	"HG00608"	"1kGP WGS
long-read"	"cramino_qual"	15	14.547131147541
"T2T-CHM13"	"HG00610"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2716049382716
"T2T-CHM13"	"HG00619"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3271983640082
"T2T-CHM13"	"HG00622"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0674846625767
"T2T-CHM13"	"HG00626"	"1kGP WGS
long-read"	"cramino_qual"	16	15.030487804878
"T2T-CHM13"	"HG00632"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8638211382114
"T2T-CHM13"	"HG00634"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1437371663244
"T2T-CHM13"	"HG00637"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6102040816327
"T2T-CHM13"	"HG00641"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5594262295082
"T2T-CHM13"	"HG00650"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1244897959184
"T2T-CHM13"	"HG00651"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0715746421268
"T2T-CHM13"	"HG00657"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1472392638037
"T2T-CHM13"	"HG00684"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1792260692464
"T2T-CHM13"	"HG00692"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6489795918367
"T2T-CHM13"	"HG00702"	"1kGP WGS
long-read"	"cramino_qual"	16	15.141393442623
"T2T-CHM13"	"HG00717"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1663244353183
"T2T-CHM13"	"HG00731"	"1kGP WGS
long-read"	"cramino_qual"	16	15.266393442623
"T2T-CHM13"	"HG00736"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8237704918033
"T2T-CHM13"	"HG00737"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5807770961145
"T2T-CHM13"	"HG00739"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3353783231084
"T2T-CHM13"	"HG00740"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0819672131148
"T2T-CHM13"	"HG00759"	"1kGP WGS
long-read"	"cramino_qual"	14	14.0673469387755
"T2T-CHM13"	"HG00766"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1799591002045
"T2T-CHM13"	"HG00844"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0224948875256
"T2T-CHM13"	"HG00881"	"1kGP WGS
long-read"	"cramino_qual"	15	14.608606557377
"T2T-CHM13"	"HG00982"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7361963190184
"T2T-CHM13"	"HG00983"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8957055214724
"T2T-CHM13"	"HG01028"	"1kGP WGS
long-read"	"cramino_qual"	15	14.922131147541
"T2T-CHM13"	"HG01047"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3824130879346
"T2T-CHM13"	"HG01048"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3795918367347
"T2T-CHM13"	"HG01054"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9754601226994
"T2T-CHM13"	"HG01055"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5901639344262
"T2T-CHM13"	"HG01058"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8445807770961
"T2T-CHM13"	"HG01060"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3469387755102
"T2T-CHM13"	"HG01066"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4683026584867
"T2T-CHM13"	"HG01072"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0081967213115
"T2T-CHM13"	"HG01073"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5
"T2T-CHM13"	"HG01085"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2751540041068
"T2T-CHM13"	"HG01086"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8387755102041
"T2T-CHM13"	"HG01089"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3251533742331
"T2T-CHM13"	"HG01101"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2474437627812
"T2T-CHM13"	"HG01102"	"1kGP WGS
long-read"	"cramino_qual"	14	14.1690427698574
"T2T-CHM13"	"HG01104"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0325865580448
"T2T-CHM13"	"HG01107"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1428571428571
"T2T-CHM13"	"HG01108"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7428571428571
"T2T-CHM13"	"HG01119"	"1kGP WGS
long-read"	"cramino_qual"	15	14.278118609407
"T2T-CHM13"	"HG01121"	"1kGP WGS
long-read"	"cramino_qual"	13	12.7448979591837
"T2T-CHM13"	"HG01124"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9938650306748
"T2T-CHM13"	"HG01130"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5246913580247
"T2T-CHM13"	"HG01131"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0264765784114
"T2T-CHM13"	"HG01133"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7561475409836
"T2T-CHM13"	"HG01134"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0858895705521
"T2T-CHM13"	"HG01136"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8588957055215
"T2T-CHM13"	"HG01137"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7122448979592
"T2T-CHM13"	"HG01142"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8387755102041
"T2T-CHM13"	"HG01148"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2012195121951
"T2T-CHM13"	"HG01167"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6755646817248
"T2T-CHM13"	"HG01168"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0020408163265
"T2T-CHM13"	"HG01174"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1946721311475
"T2T-CHM13"	"HG01187"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2786885245902
"T2T-CHM13"	"HG01188"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7321063394683
"T2T-CHM13"	"HG01197"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3251533742331
"T2T-CHM13"	"HG01198"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2244897959184
"T2T-CHM13"	"HG01241"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3701431492843
"T2T-CHM13"	"HG01256"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5860655737705
"T2T-CHM13"	"HG01257"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6864754098361
"T2T-CHM13"	"HG01258"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1147540983607
"T2T-CHM13"	"HG01259"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4836734693878
"T2T-CHM13"	"HG01269"	"1kGP WGS
long-read"	"cramino_qual"	15	14.934693877551
"T2T-CHM13"	"HG01275"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0670731707317
"T2T-CHM13"	"HG01278"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9897959183673
"T2T-CHM13"	"HG01284"	"1kGP WGS
long-read"	"cramino_qual"	14	14.0759753593429
"T2T-CHM13"	"HG01286"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1188524590164
"T2T-CHM13"	"HG01302"	"1kGP WGS
long-read"	"cramino_qual"	18	16.8724279835391
"T2T-CHM13"	"HG01308"	"1kGP WGS
long-read"	"cramino_qual"	17	16.521472392638
"T2T-CHM13"	"HG01311"	"1kGP WGS
long-read"	"cramino_qual"	17	16.7556008146639
"T2T-CHM13"	"HG01341"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9816326530612
"T2T-CHM13"	"HG01344"	"1kGP WGS
long-read"	"cramino_qual"	15	14.213849287169
"T2T-CHM13"	"HG01345"	"1kGP WGS
long-read"	"cramino_qual"	14	13.4478527607362
"T2T-CHM13"	"HG01347"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1396303901437
"T2T-CHM13"	"HG01348"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9552845528455
"T2T-CHM13"	"HG01356"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8895705521472
"T2T-CHM13"	"HG01362"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4580777096115
"T2T-CHM13"	"HG01366"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5930470347648
"T2T-CHM13"	"HG01375"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6229508196721
"T2T-CHM13"	"HG01377"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5682281059063
"T2T-CHM13"	"HG01384"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7987679671458
"T2T-CHM13"	"HG01389"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1955193482688
"T2T-CHM13"	"HG01390"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2822085889571
"T2T-CHM13"	"HG01392"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5337423312883
"T2T-CHM13"	"HG01396"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4355828220859
"T2T-CHM13"	"HG01398"	"1kGP WGS
long-read"	"cramino_qual"	18	17.1106557377049
"T2T-CHM13"	"HG01412"	"1kGP WGS
long-read"	"cramino_qual"	17.5	16.8319672131148
"T2T-CHM13"	"HG01447"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5971370143149
"T2T-CHM13"	"HG01453"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5265306122449
"T2T-CHM13"	"HG01455"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4610655737705
"T2T-CHM13"	"HG01464"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.8191056910569
"T2T-CHM13"	"HG01465"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3496932515337
"T2T-CHM13"	"HG01474"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6503067484663
"T2T-CHM13"	"HG01479"	"1kGP WGS
long-read"	"cramino_qual"	16	15.165306122449
"T2T-CHM13"	"HG01489"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3449691991786
"T2T-CHM13"	"HG01492"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7032520325203
"T2T-CHM13"	"HG01494"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6523517382413
"T2T-CHM13"	"HG01500"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4897119341564
"T2T-CHM13"	"HG01504"	"1kGP WGS
long-read"	"cramino_qual"	16	15.159509202454
"T2T-CHM13"	"HG01506"	"1kGP WGS
long-read"	"cramino_qual"	14	13.965306122449
"T2T-CHM13"	"HG01507"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2877551020408
"T2T-CHM13"	"HG01509"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4489795918367
"T2T-CHM13"	"HG01512"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9423868312757
"T2T-CHM13"	"HG01513"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6163265306122
"T2T-CHM13"	"HG01518"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0081632653061
"T2T-CHM13"	"HG01519"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4774590163934
"T2T-CHM13"	"HG01525"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4412371134021
"T2T-CHM13"	"HG01527"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8486707566462
"T2T-CHM13"	"HG01530"	"1kGP WGS
long-read"	"cramino_qual"	16	15.241308793456
"T2T-CHM13"	"HG01550"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9877049180328
"T2T-CHM13"	"HG01551"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3775510204082
"T2T-CHM13"	"HG01566"	"1kGP WGS
long-read"	"cramino_qual"	18	17.0865979381443
"T2T-CHM13"	"HG01571"	"1kGP WGS
long-read"	"cramino_qual"	18	16.9959183673469
"T2T-CHM13"	"HG01572"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4928425357873
"T2T-CHM13"	"HG01577"	"1kGP WGS
long-read"	"cramino_qual"	16	15.480572597137
"T2T-CHM13"	"HG01578"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9691991786448
"T2T-CHM13"	"HG01583"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8471074380165
"T2T-CHM13"	"HG01586"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7798353909465
"T2T-CHM13"	"HG01589"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0593047034765
"T2T-CHM13"	"HG01595"	"1kGP WGS
long-read"	"cramino_qual"	17.5	16.7848360655738
"T2T-CHM13"	"HG01596"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3930753564155
"T2T-CHM13"	"HG01597"	"1kGP WGS
long-read"	"cramino_qual"	18	17.1329243353783
"T2T-CHM13"	"HG01598"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5766871165644
"T2T-CHM13"	"HG01600"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4642126789366
"T2T-CHM13"	"HG01602"	"1kGP WGS
long-read"	"cramino_qual"	17	16.6502057613169
"T2T-CHM13"	"HG01605"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3901437371663
"T2T-CHM13"	"HG01606"	"1kGP WGS
long-read"	"cramino_qual"	16	15.405737704918
"T2T-CHM13"	"HG01608"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0899795501022
"T2T-CHM13"	"HG01612"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9979633401222
"T2T-CHM13"	"HG01617"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4826175869121
"T2T-CHM13"	"HG01626"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8364008179959
"T2T-CHM13"	"HG01630"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8323108384458
"T2T-CHM13"	"HG01673"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9326530612245
"T2T-CHM13"	"HG01676"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1024590163934
"T2T-CHM13"	"HG01678"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2530612244898
"T2T-CHM13"	"HG01680"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0985626283368
"T2T-CHM13"	"HG01684"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8289205702648
"T2T-CHM13"	"HG01694"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7734693877551
"T2T-CHM13"	"HG01699"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4476386036961
"T2T-CHM13"	"HG01700"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3709016393443
"T2T-CHM13"	"HG01756"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8655804480652
"T2T-CHM13"	"HG01765"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5807770961145
"T2T-CHM13"	"HG01766"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1478439425051
"T2T-CHM13"	"HG01773"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0918367346939
"T2T-CHM13"	"HG01776"	"1kGP WGS
long-read"	"cramino_qual"	14	13.1799591002045
"T2T-CHM13"	"HG01779"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9450101832994
"T2T-CHM13"	"HG01786"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9061224489796
"T2T-CHM13"	"HG01789"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7037037037037
"T2T-CHM13"	"HG01791"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7556468172485
"T2T-CHM13"	"HG01794"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7597535934292
"T2T-CHM13"	"HG01796"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9161554192229
"T2T-CHM13"	"HG01798"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7755102040816
"T2T-CHM13"	"HG01800"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0020449897751
"T2T-CHM13"	"HG01805"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9284253578732
"T2T-CHM13"	"HG01806"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2638036809816
"T2T-CHM13"	"HG01807"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4496919917864
"T2T-CHM13"	"HG01809"	"1kGP WGS
long-read"	"cramino_qual"	17	16.156378600823
"T2T-CHM13"	"HG01813"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7905544147844
"T2T-CHM13"	"HG01815"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7540983606557
"T2T-CHM13"	"HG01817"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1381443298969
"T2T-CHM13"	"HG01840"	"1kGP WGS
long-read"	"cramino_qual"	16	15.6032719836401
"T2T-CHM13"	"HG01846"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3926380368098
"T2T-CHM13"	"HG01851"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7684426229508
"T2T-CHM13"	"HG01853"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2751540041068
"T2T-CHM13"	"HG01859"	"1kGP WGS
long-read"	"cramino_qual"	14	13.908350305499
"T2T-CHM13"	"HG01863"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9383983572895
"T2T-CHM13"	"HG01865"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0981595092025
