"ID","nc","Hugo_Symbol","MSK-IMPACT 50k 2026","TCGA GDC 2025"
"241993","[1, 5] mismatches","SPRED1",0.004,NA
"242039","[1, 5] mismatches","DICER1",0.004,NA
"24880","[1, 5] mismatches","RET",0.004,NA
"24960","[1, 5] mismatches","RET",0.004,NA
"264528","[1, 5] mismatches","NOTCH1",0.004,NA
"280409","[1, 5] mismatches","NRAS",0.004,NA
"284904","[1, 5] mismatches","DNMT3A",0.004,NA
"29811","[1, 5] mismatches","CSF1R",0.004,NA
"29813","[1, 5] mismatches","CSF1R",0.004,NA
"30147","[1, 5] mismatches","MAP3K1",0.004,NA
"30312","[1, 5] mismatches","SMAD3",0.004,NA
"310944","[1, 5] mismatches","ERCC5",0.004,NA
"322569","[1, 5] mismatches","NF1",0.004,NA
"328371","[1, 5] mismatches","NOTCH3",0.004,NA
"331091","[1, 5] mismatches","ERCC3",0.004,NA
"340912","[1, 5] mismatches","SMARCB1",0.004,NA
"344656","[1, 5] mismatches","TGFBR2",0.004,NA
"36523","[1, 5] mismatches","MEN1",0.004,NA
"37074","[1, 5] mismatches","KMT2A",0.004,NA
"372756","> 5 mismatches | Indels","NF1",0.004,NA
"373376","[1, 5] mismatches","ALOX12B",0.004,NA
"37447","[1, 5] mismatches","BRCA1",0.004,NA
"37557","> 5 mismatches | Indels","BRCA1",0.004,NA
"37584","[1, 5] mismatches","BRCA1",0.004,NA
"376131","[1, 5] mismatches","MTOR",0.004,NA
"376562","[1, 5] mismatches","TP53",0.004,NA
"376672","[1, 5] mismatches","TP53",0.004,NA
"378875","[1, 5] mismatches","CBL",0.004,NA
"38378","[1, 5] mismatches","CSF1R",0.004,NA
"404322","[1, 5] mismatches","ALK",0.004,NA
"404357","[1, 5] mismatches","ALK",0.004,NA
"404362","[1, 5] mismatches","ALK",0.004,NA
"404447","[1, 5] mismatches","NF1",0.004,NA
"404459","> 5 mismatches | Indels","NF1",0.004,NA
"405302","[1, 5] mismatches","BLM",0.004,NA
"405524","[1, 5] mismatches","RET",0.004,NA
"405538","> 5 mismatches | Indels","RET",0.004,NA
"405546","[1, 5] mismatches","RET",0.004,NA
"405950","[1, 5] mismatches","TSC2",0.004,NA
"406029","[1, 5] mismatches","TSC2",0.004,NA
"406644","[1, 5] mismatches","CDH1",0.004,NA
"406925","> 5 mismatches | Indels","RECQL4",0.004,NA
"406947","[1, 5] mismatches","RECQL4",0.004,NA
"406949","[1, 5] mismatches","RECQL4",0.004,NA
"406958","[1, 5] mismatches","RECQL4",0.004,NA
"406987","[1, 5] mismatches","RECQL4",0.004,NA
"407004","> 5 mismatches | Indels","RECQL4",0.004,NA
"407023","[1, 5] mismatches","RECQL4",0.004,NA
"407373","[1, 5] mismatches","PDGFRA",0.004,NA
"407511","[1, 5] mismatches","ATM",0.004,NA
"407876","[1, 5] mismatches","BRIP1",0.004,NA
"407877","[1, 5] mismatches","BRIP1",0.004,NA
"408168","[1, 5] mismatches","FANCA",0.004,NA
"408183","[1, 5] mismatches","FANCA",0.004,NA
"408435","[1, 5] mismatches","TGFBR2",0.004,NA
"408826","[1, 5] mismatches","AXIN2",0.004,NA
"409358","> 5 mismatches | Indels","BRCA1",0.004,NA
"411547","[1, 5] mismatches","APC",0.004,NA
"412145","[1, 5] mismatches","DICER1",0.004,NA
"415219","[1, 5] mismatches","AXIN2",0.004,NA
"41633","[1, 5] mismatches","MLH1",0.004,NA
"41662","[1, 5] mismatches","PTCH1",0.004,NA
"41664","[1, 5] mismatches","PTCH1",0.004,NA
"41785","[1, 5] mismatches","CDH1",0.004,NA
"419386","[1, 5] mismatches","MUTYH",0.004,NA
"419561","[1, 5] mismatches","AXIN2",0.004,NA
"426202","[1, 5] mismatches","SMAD3",0.004,NA
"428728","[1, 5] mismatches","RB1",0.004,NA
"428774","[1, 5] mismatches","STK11",0.004,NA
"428787","[1, 5] mismatches","STK11",0.004,NA
"429449","[1, 5] mismatches","NOTCH1",0.004,NA
"433710","[1, 5] mismatches","BRCA1",0.004,NA
"434684","[1, 5] mismatches","CEBPA",0.004,NA
"435133","> 5 mismatches | Indels","FANCA",0.004,NA
"441436","[1, 5] mismatches","BRCA1",0.004,NA
"441495","[1, 5] mismatches","BRCA1",0.004,NA
"447484","[1, 5] mismatches","HNF1A",0.004,NA
"447869","[1, 5] mismatches","NOTCH3",0.004,NA
"449741","[1, 5] mismatches","NOTCH1",0.004,NA
"449749","> 5 mismatches | Indels","TP53",0.004,NA
"449786","[1, 5] mismatches","TSC2",0.004,NA
"450701","[1, 5] mismatches","DNMT3B",0.004,NA
"452342","[1, 5] mismatches","RAF1",0.004,NA
"453415","[1, 5] mismatches","ATM",0.004,NA
"453876","[1, 5] mismatches","PTCH1",0.004,NA
"454129","> 5 mismatches | Indels","BLM",0.004,NA
"458120","> 5 mismatches | Indels","RB1",0.004,NA
"458154","[1, 5] mismatches","RB1",0.004,NA
"458814","[1, 5] mismatches","MED12",0.004,NA
"458915","> 5 mismatches | Indels","KIT",0.004,NA
"459396","> 5 mismatches | Indels","RECQL4",0.004,NA
"459398","> 5 mismatches | Indels","RECQL4",0.004,NA
"459399","> 5 mismatches | Indels","RECQL4",0.004,NA
"459448","[1, 5] mismatches","RECQL4",0.004,NA
"459464","[1, 5] mismatches","RECQL4",0.004,NA
"459466","[1, 5] mismatches","RECQL4",0.004,NA
"459529","[1, 5] mismatches","RECQL4",0.004,NA
"461817","[1, 5] mismatches","BTK",0.004,NA
"462574","[1, 5] mismatches","BRCA1",0.004,NA
"468197","[1, 5] mismatches","TSC2",0.004,NA
"469305","[1, 5] mismatches","POLD1",0.004,NA
"469317","[1, 5] mismatches","POLD1",0.004,NA
"469320","[1, 5] mismatches","POLD1",0.004,NA
"475512","[1, 5] mismatches","SETD2",0.004,NA
"477044","[1, 5] mismatches","DICER1",0.004,NA
"477676","[1, 5] mismatches","RAF1",0.004,NA
"477898","[1, 5] mismatches","NOTCH1",0.004,NA
"479285","[1, 5] mismatches","BRCA2",0.004,NA
"479650","[1, 5] mismatches","DICER1",0.004,NA
"480353","[1, 5] mismatches","PMS2",0.004,NA
"480876","[1, 5] mismatches","ATM",0.004,NA
"481882","[1, 5] mismatches","NF1",0.004,NA
"482213","[1, 5] mismatches","TP53",0.004,NA
"482712","> 5 mismatches | Indels","ATM",0.004,NA
"482903","[1, 5] mismatches","BRCA1",0.004,NA
"483933","[1, 5] mismatches","MUTYH",0.004,NA
"486563","> 5 mismatches | Indels","TSC1",0.004,NA
"486826","> 5 mismatches | Indels","CDH1",0.004,NA
"48985","> 5 mismatches | Indels","TSC1",0.004,NA
"49367","[1, 5] mismatches","TSC2",0.004,NA
"49471","[1, 5] mismatches","TSC2",0.004,NA
"495735","[1, 5] mismatches","JAK3",0.004,NA
"49960","[1, 5] mismatches","TSC2",0.004,NA
"50164","[1, 5] mismatches","TSC2",0.004,NA
"504417","[1, 5] mismatches","NKX2-1",0.004,NA
"50920","[1, 5] mismatches","DNMT1",0.004,NA
"51670","[1, 5] mismatches","BRCA2",0.004,NA
"51696","[1, 5] mismatches","BRCA2",0.004,NA
"517284","[1, 5] mismatches","POLD1",0.004,NA
"520077","[1, 5] mismatches","NOTCH1",0.004,NA
"520097","[1, 5] mismatches","NOTCH1",0.004,NA
"521431","[1, 5] mismatches","FGFR2",0.004,NA
"521738","[1, 5] mismatches","NOTCH3",0.004,NA
"524360","[1, 5] mismatches","ATM",0.004,NA
"524764","[1, 5] mismatches","BLM",0.004,NA
"524769","[1, 5] mismatches","BLM",0.004,NA
"524818","[1, 5] mismatches","BLM",0.004,NA
"526806","[1, 5] mismatches","CEBPA",0.004,NA
"527253","[1, 5] mismatches","MEN1",0.004,NA
"527789","[1, 5] mismatches","RRAS",0.004,NA
"527843","> 5 mismatches | Indels","STK11",0.004,NA
"527940","[1, 5] mismatches","RB1",0.004,NA
"528235","[1, 5] mismatches","TP53",0.004,NA
"528535","[1, 5] mismatches","PDGFRA",0.004,NA
"528742","[1, 5] mismatches","SDHB",0.004,NA
"528966","> 5 mismatches | Indels","RECQL4",0.004,NA
"529020","> 5 mismatches | Indels","RECQL4",0.004,NA
"530707","[1, 5] mismatches","DNMT3B",0.004,NA
"531336","[1, 5] mismatches","BRCA2",0.004,NA
"531365","[1, 5] mismatches","BRCA1",0.004,NA
"533151","[1, 5] mismatches","AXIN2",0.004,NA
"533152","[1, 5] mismatches","AXIN2",0.004,NA
"533223","[1, 5] mismatches","AXIN2",0.004,NA
"533228","[1, 5] mismatches","AXIN2",0.004,NA
"534452","> 5 mismatches | Indels","TSC1",0.004,NA
"535943","[1, 5] mismatches","TSC2",0.004,NA
"536102","[1, 5] mismatches","TSC2",0.004,NA
"537051","[1, 5] mismatches","POLD1",0.004,NA
"537082","[1, 5] mismatches","POLD1",0.004,NA
"537107","[1, 5] mismatches","POLD1",0.004,NA
"537468","[1, 5] mismatches","APC",0.004,NA
"538251","[1, 5] mismatches","ALK",0.004,NA
"540789","[1, 5] mismatches","POLE",0.004,NA
"540974","[1, 5] mismatches","CARD11",0.004,NA
"541876","[1, 5] mismatches","POT1",0.004,NA
"542223","[1, 5] mismatches","SETD2",0.004,NA
"543608","[1, 5] mismatches","DICER1",0.004,NA
"543720","[1, 5] mismatches","RET",0.004,NA
"54408","[1, 5] mismatches","BRCA1",0.004,NA
"545522","[1, 5] mismatches","RUNX1",0.004,NA
"54591","[1, 5] mismatches","BRCA1",0.004,NA
"545957","[1, 5] mismatches","MLH1",0.004,NA
"545989","[1, 5] mismatches","PMS2",0.004,NA
"54667","[1, 5] mismatches","BRCA1",0.004,NA
"54754","[1, 5] mismatches","BRCA1",0.004,NA
"547564","[1, 5] mismatches","NF1",0.004,NA
"547571","> 5 mismatches | Indels","NF1",0.004,NA
"547573","[1, 5] mismatches","NF1",0.004,NA
"547592","[1, 5] mismatches","NF1",0.004,NA
"54890","[1, 5] mismatches","BRCA1",0.004,NA
"54922","[1, 5] mismatches","BRCA1",0.004,NA
"549769","[1, 5] mismatches","RET",0.004,NA
"55317","[1, 5] mismatches","BRCA1",0.004,NA
"55396","[1, 5] mismatches","BRCA1",0.004,NA
"554887","[1, 5] mismatches","FANCA",0.004,NA
"560366","[1, 5] mismatches","BRCA1",0.004,NA
"561696","> 5 mismatches | Indels","BRAF",0.004,NA
"56404","[1, 5] mismatches","RECQL4",0.004,NA
"565391","[1, 5] mismatches","APC",0.004,NA
"567031","[1, 5] mismatches","ATM",0.004,NA
"567350","[1, 5] mismatches","RET",0.004,NA
"567352","[1, 5] mismatches","POLE",0.004,NA
"567864","> 5 mismatches | Indels","MET",0.004,NA
"568085","[1, 5] mismatches","MSH2",0.004,NA
"569277","[1, 5] mismatches","POLD1",0.004,NA
"569968","[1, 5] mismatches","RB1",0.004,NA
"570383","[1, 5] mismatches","RECQL4",0.004,NA
"570387","[1, 5] mismatches","RET",0.004,NA
"571198","[1, 5] mismatches","NF1",0.004,NA
"571661","> 5 mismatches | Indels","NF1",0.004,NA
"571791","[1, 5] mismatches","RB1",0.004,NA
"572378","[1, 5] mismatches","TP53",0.004,NA
"574024","[1, 5] mismatches","POLD1",0.004,NA
"576437","[1, 5] mismatches","VHL",0.004,NA
"576792","[1, 5] mismatches","NOTCH1",0.004,NA
"577156","> 5 mismatches | Indels","RB1",0.004,NA
"577278","[1, 5] mismatches","KIT",0.004,NA
"578353","> 5 mismatches | Indels","DICER1",0.004,NA
"579648","> 5 mismatches | Indels","NF1",0.004,NA
"579912","[1, 5] mismatches","FGFR3",0.004,NA
"580080","[1, 5] mismatches","ALK",0.004,NA
"581005","> 5 mismatches | Indels","RB1",0.004,NA
"582055","[1, 5] mismatches","RECQL4",0.004,NA
"582569","[1, 5] mismatches","ALK",0.004,NA
"582682","[1, 5] mismatches","TSC2",0.004,NA
"583318","[1, 5] mismatches","PDGFRA",0.004,NA
"584503","[1, 5] mismatches","BLM",0.004,NA
"586796","[1, 5] mismatches","HNF1A",0.004,NA
"599652","[1, 5] mismatches","CDH1",0.004,NA
"617776","[1, 5] mismatches","CDH1",0.004,NA
"625987","[1, 5] mismatches","NOTCH1",0.004,NA
"626872","[1, 5] mismatches","NOTCH1",0.004,NA
"629123","[1, 5] mismatches","APC",0.004,NA
"631142","[1, 5] mismatches","BRCA1",0.004,NA
"631325","[1, 5] mismatches","APC",0.004,NA
"639340","[1, 5] mismatches","NSD1",0.004,NA
"639926","[1, 5] mismatches","FANCA",0.004,NA
"642325","[1, 5] mismatches","MSH3",0.004,NA
"644763","[1, 5] mismatches","AXIN2",0.004,NA
"644883","[1, 5] mismatches","TP53",0.004,NA
"645422","[1, 5] mismatches","POLE",0.004,NA
"645498","[1, 5] mismatches","BTK",0.004,NA
"645841","> 5 mismatches | Indels","STAT5B",0.004,NA
"645934","[1, 5] mismatches","PLCG2",0.004,NA
"646013","[1, 5] mismatches","SMARCB1",0.004,NA
"646665","[1, 5] mismatches","ALK",0.004,NA
"646688","[1, 5] mismatches","SDHA",0.004,NA
"647410","[1, 5] mismatches","NF1",0.004,NA
"648870","[1, 5] mismatches","MEN1",0.004,NA
"64983","[1, 5] mismatches","TSC2",0.004,NA
"649861","> 5 mismatches | Indels","TP53",0.004,NA
"652246","[1, 5] mismatches","APC",0.004,NA
"652752","[1, 5] mismatches","NF1",0.004,NA
"653321","[1, 5] mismatches","FANCA",0.004,NA
"653994","[1, 5] mismatches","AXIN2",0.004,NA
"654305","> 5 mismatches | Indels","RB1",0.004,NA
"654484","[1, 5] mismatches","AXIN2",0.004,NA
"655071","[1, 5] mismatches","PDGFRA",0.004,NA
"656491","[1, 5] mismatches","BARD1",0.004,NA
"65685","[1, 5] mismatches","CSF1R",0.004,NA
"657017","[1, 5] mismatches","RECQL4",0.004,NA
"657305","[1, 5] mismatches","RECQL4",0.004,NA
"657571","[1, 5] mismatches","MUTYH",0.004,NA
"658583","[1, 5] mismatches","DNMT1",0.004,NA
"659236","[1, 5] mismatches","PTCH1",0.004,NA
"659696","[1, 5] mismatches","NOTCH1",0.004,NA
"662310","[1, 5] mismatches","RET",0.004,NA
"662442","[1, 5] mismatches","RECQL4",0.004,NA
"665346","[1, 5] mismatches","CARD11",0.004,NA
"666288","[1, 5] mismatches","KMT2A",0.004,NA
"68320","[1, 5] mismatches","NF1",0.004,NA
"68328","[1, 5] mismatches","NF1",0.004,NA
"691920","[1, 5] mismatches","ERF",0.004,NA
"702051","[1, 5] mismatches","NOTCH3",0.004,NA
"715611","[1, 5] mismatches","PIK3CG",0.004,NA
"721836","[1, 5] mismatches","TET1",0.004,NA
"732127","[1, 5] mismatches","PLCG2",0.004,NA
"739931","> 5 mismatches | Indels","CSF1R",0.004,NA
"773980","[1, 5] mismatches","MAP3K1",0.004,NA
"79393","[1, 5] mismatches","RB1",0.004,NA
"800185","[1, 5] mismatches","RB1",0.004,NA
"802373","> 5 mismatches | Indels","BRAF",0.004,NA
"803014","[1, 5] mismatches","PRKD1",0.004,NA
"803335","[1, 5] mismatches","NF1",0.004,NA
"804638","[1, 5] mismatches","NOTCH3",0.004,NA
"805999","[1, 5] mismatches","EP300",0.004,NA
"810700","[1, 5] mismatches","ERCC4",0.004,NA
"811253","[1, 5] mismatches","TGFBR2",0.004,NA
"812886","[1, 5] mismatches","NRAS",0.004,NA
"818895","[1, 5] mismatches","RET",0.004,NA
"820629","[1, 5] mismatches","BRCA1",0.004,NA
"821978","[1, 5] mismatches","STK11",0.004,NA
"822957","[1, 5] mismatches","PDGFRA",0.004,NA
"824539","[1, 5] mismatches","RB1",0.004,NA
"825062","[1, 5] mismatches","VHL",0.004,NA
"826107","[1, 5] mismatches","BARD1",0.004,NA
"826109","[1, 5] mismatches","TP53",0.004,NA
"827631","> 5 mismatches | Indels","EP300",0.004,NA
"834843","> 5 mismatches | Indels","FGFR2",0.004,NA
"835879","[1, 5] mismatches","RECQL4",0.004,NA
"836066","[1, 5] mismatches","RUNX1",0.004,NA
"836545","[1, 5] mismatches","APC",0.004,NA
"838678","[1, 5] mismatches","EGFR",0.004,NA
"839409","[1, 5] mismatches","RTEL1",0.004,NA
"840712","> 5 mismatches | Indels","IFNGR1",0.004,NA
"841457","[1, 5] mismatches","SETD2",0.004,NA
"842354","> 5 mismatches | Indels","RECQL4",0.004,NA
"843370","[1, 5] mismatches","MTOR",0.004,NA
"844239","[1, 5] mismatches","BRCA2",0.004,NA
"844959","> 5 mismatches | Indels","TSC2",0.004,NA
"845224","[1, 5] mismatches","APC",0.004,NA
"845899","[1, 5] mismatches","CEBPA",0.004,NA
"846001","[1, 5] mismatches","TSC1",0.004,NA
"849248","[1, 5] mismatches","POLE",0.004,NA
"849723","[1, 5] mismatches","RECQL4",0.004,NA
"850116","[1, 5] mismatches","PLCG2",0.004,NA
"850423","[1, 5] mismatches","RET",0.004,NA
"851150","[1, 5] mismatches","RB1",0.004,NA
"851567","> 5 mismatches | Indels","NF1",0.004,NA
"854508","[1, 5] mismatches","RRAS",0.004,NA
"858400","[1, 5] mismatches","PDGFRA",0.004,NA
"859161","[1, 5] mismatches","PLCG2",0.004,NA
"860324","[1, 5] mismatches","TSC2",0.004,NA
"862354","[1, 5] mismatches","DICER1",0.004,NA
"864116","> 5 mismatches | Indels","DICER1",0.004,NA
"864156","[1, 5] mismatches","TAP2",0.004,NA
"864205","[1, 5] mismatches","ALK",0.004,NA
"864520","[1, 5] mismatches","TP53",0.004,NA
"865528","[1, 5] mismatches","BRCA1",0.004,NA
"868425","[1, 5] mismatches","BRCA1",0.004,NA
"868565","[1, 5] mismatches","BRCA1",0.004,NA
"869459","[1, 5] mismatches","FGFR2",0.004,NA
"871739","[1, 5] mismatches","HNF1A",0.004,NA
"872724","[1, 5] mismatches","DNMT3A",0.004,NA
"881142","[1, 5] mismatches","ERCC5",0.004,NA
"887623","[1, 5] mismatches","FANCA",0.004,NA
"891293","[1, 5] mismatches","JAK3",0.004,NA
"893170","[1, 5] mismatches","INSR",0.004,NA
"8980","> 5 mismatches | Indels","NKX2-1",0.004,NA
"90852","[1, 5] mismatches","MSH2",0.004,NA
"91246","> 5 mismatches | Indels","MSH2",0.004,NA
"91473","[1, 5] mismatches","BRCA2",0.004,NA
"923391","[1, 5] mismatches","APC",0.004,NA
"92348","[1, 5] mismatches","APC",0.004,NA
"924495","> 5 mismatches | Indels","STK11",0.004,NA
"925200","[1, 5] mismatches","MLH1",0.004,NA
"92842","[1, 5] mismatches","RB1",0.004,NA
"931033","[1, 5] mismatches","MEN1",0.004,NA
"931690","> 5 mismatches | Indels","SETD2",0.004,NA
"933270","[1, 5] mismatches","AXIN2",0.004,NA
"934049","[1, 5] mismatches","TSC2",0.004,NA
"935566","[1, 5] mismatches","FLCN",0.004,NA
"936693","[1, 5] mismatches","POLE",0.004,NA
"936959","[1, 5] mismatches","RET",0.004,NA
"937696","[1, 5] mismatches","ALK",0.004,NA
"938179","[1, 5] mismatches","POLD1",0.004,NA
"939711","[1, 5] mismatches","RECQL4",0.004,NA
"940189","[1, 5] mismatches","AXIN2",0.004,NA
"944424","[1, 5] mismatches","DNMT3B",0.004,NA
"944809","[1, 5] mismatches","RECQL4",0.004,NA
"945095","[1, 5] mismatches","BRCA2",0.004,NA
"946305","> 5 mismatches | Indels","PLCG2",0.004,NA
"947321","[1, 5] mismatches","SETD2",0.004,NA
"947624","[1, 5] mismatches","RTEL1",0.004,NA
"949482","[1, 5] mismatches","RECQL4",0.004,NA
"951440","[1, 5] mismatches","NOTCH1",0.004,NA
"951752","[1, 5] mismatches","IL7R",0.004,NA
"952734","> 5 mismatches | Indels","ATM",0.004,NA
"953189","[1, 5] mismatches","RNF43",0.004,NA
"953426","[1, 5] mismatches","TP53",0.004,NA
"956150","[1, 5] mismatches","RET",0.004,NA
"959509","[1, 5] mismatches","PTCH1",0.004,NA
"961657","[1, 5] mismatches","MEN1",0.004,NA
"963610","> 5 mismatches | Indels","ATR",0.004,NA
"965339","[1, 5] mismatches","BLM",0.004,NA
"966274","[1, 5] mismatches","NF1",0.004,NA
"966484","[1, 5] mismatches","ALK",0.004,NA
"967301","[1, 5] mismatches","RTEL1",0.004,NA
"968299","[1, 5] mismatches","LZTR1",0.004,NA
"968644","[1, 5] mismatches","RB1",0.004,NA
"971034","[1, 5] mismatches","DNMT3B",0.004,NA
"972480","[1, 5] mismatches","IL7R",0.004,NA
"976061","[1, 5] mismatches","IGF2",0.004,NA
"976776","[1, 5] mismatches","SETD2",0.004,NA
"977461","[1, 5] mismatches","JAK1",0.004,NA
"9804","[1, 5] mismatches","AR",0.004,NA
"9819","[1, 5] mismatches","AR",0.004,NA
"982410","[1, 5] mismatches","SMO",0.004,NA
"982602","[1, 5] mismatches","KDM5C",0.004,NA
"984883","[1, 5] mismatches","FOXP1",0.004,NA
"985241","> 5 mismatches | Indels","NKX2-1",0.004,NA
"987325","> 5 mismatches | Indels","KMT2A",0.004,NA
"991704","> 5 mismatches | Indels","RTEL1",0.004,NA
"992605","[1, 5] mismatches","SPEN",0.004,NA
"993135","[1, 5] mismatches","BRCA1",0.004,NA
"994557","[1, 5] mismatches","NOTCH3",0.004,NA
"994562","[1, 5] mismatches","NOTCH3",0.004,NA
"994844","[1, 5] mismatches","NOTCH3",0.004,NA
"995319","[1, 5] mismatches","NOTCH3",0.004,NA
"995748","[1, 5] mismatches","ALOX12B",0.004,NA
"996474","[1, 5] mismatches","NF1",0.004,NA
"1000412","[1, 5] mismatches","BLM",0.002,NA
"1000612","[1, 5] mismatches","DNMT3B",0.002,NA
"1000646","[1, 5] mismatches","RECQL4",0.002,NA
"1000825","[1, 5] mismatches","FGFR2",0.002,NA
"1001071","> 5 mismatches | Indels","ATM",0.002,NA
"1001135","[1, 5] mismatches","DNMT3B",0.002,NA
"1001211","[1, 5] mismatches","ALK",0.002,NA
"1001365","[1, 5] mismatches","PTCH1",0.002,NA
"1001672","[1, 5] mismatches","BRIP1",0.002,NA
"1002410","[1, 5] mismatches","MTOR",0.002,NA
"1002649","[1, 5] mismatches","PIK3CD",0.002,NA
"1003304","[1, 5] mismatches","BRCA2",0.002,NA
"1003344","[1, 5] mismatches","RB1",0.002,NA
"1003730","[1, 5] mismatches","ALK",0.002,NA
"1005576","[1, 5] mismatches","CARD11",0.002,NA
"1005646","[1, 5] mismatches","RECQL4",0.002,NA
"1005829","[1, 5] mismatches","TP53",0.002,NA
"1005945","[1, 5] mismatches","POLD1",0.002,NA
"1006044","[1, 5] mismatches","ALK",0.002,NA
"1006728","[1, 5] mismatches","EGFR",0.002,NA
"1007500","[1, 5] mismatches","TSC2",0.002,NA
"1007883","[1, 5] mismatches","NF2",0.002,NA
"100809","[1, 5] mismatches","RB1",0.002,NA
"1008159","[1, 5] mismatches","FANCA",0.002,NA
"1008648","[1, 5] mismatches","RET",0.002,NA
"1008846","[1, 5] mismatches","RECQL4",0.002,NA
"1009369","[1, 5] mismatches","CBL",0.002,NA
"1010916","[1, 5] mismatches","ALK",0.002,NA
"1011728","[1, 5] mismatches","SUFU",0.002,NA
"1012126","[1, 5] mismatches","MEN1",0.002,NA
"1012251","[1, 5] mismatches","RECQL4",0.002,NA
"1013145","[1, 5] mismatches","NOTCH3",0.002,NA
"1013629","[1, 5] mismatches","TSC2",0.002,NA
"1013634","> 5 mismatches | Indels","BLM",0.002,NA
"1013729","[1, 5] mismatches","APC",0.002,NA
"1013811","[1, 5] mismatches","JAK3",0.002,NA
"1014087","[1, 5] mismatches","ALK",0.002,NA
"1014139","[1, 5] mismatches","MLH1",0.002,NA
"1014229","[1, 5] mismatches","RTEL1",0.002,NA
"1014478","> 5 mismatches | Indels","ATM",0.002,NA
"1014786","[1, 5] mismatches","RNF43",0.002,NA
"1016154","[1, 5] mismatches","APC",0.002,NA
"1017141","[1, 5] mismatches","ATM",0.002,NA
"1017155","[1, 5] mismatches","INPPL1",0.002,NA
"1017825","[1, 5] mismatches","RECQL4",0.002,NA
"1018413","[1, 5] mismatches","CDH1",0.002,NA
"1018781","[1, 5] mismatches","FOXP1",0.002,NA
"1019214","[1, 5] mismatches","RECQL4",0.002,NA
"1019507","[1, 5] mismatches","BRIP1",0.002,NA
"1021257","[1, 5] mismatches","RNF43",0.002,NA
"1022564","[1, 5] mismatches","POT1",0.002,NA
"1023179","[1, 5] mismatches","ALK",0.002,NA
"1023192","[1, 5] mismatches","DDR2",0.002,NA
"1023675","[1, 5] mismatches","SOS1",0.002,NA
"1024788","[1, 5] mismatches","AXIN2",0.002,NA
"1025794","> 5 mismatches | Indels","MSH3",0.002,NA
"1026071","[1, 5] mismatches","ATRX",0.002,NA
"1026217","[1, 5] mismatches","LZTR1",0.002,NA
"1026234","[1, 5] mismatches","KIT",0.002,NA
"1026295","[1, 5] mismatches","AXIN2",0.002,NA
"1026453","[1, 5] mismatches","AXIN2",0.002,NA
"1026561","> 5 mismatches | Indels","RTEL1",0.002,NA
"1026712","[1, 5] mismatches","BRCA1",0.002,NA
"1027106","[1, 5] mismatches","PLCG2",0.002,NA
"1028486","[1, 5] mismatches","RTEL1",0.002,NA
"1031480","[1, 5] mismatches","MTOR",0.002,NA
"1034647","[1, 5] mismatches","RECQL",0.002,NA
"1035228","[1, 5] mismatches","FANCA",0.002,NA
"1035715","[1, 5] mismatches","TSC2",0.002,NA
"1035742","[1, 5] mismatches","PDGFRA",0.002,NA
"1036677","> 5 mismatches | Indels","SETD2",0.002,NA
"1037499","[1, 5] mismatches","PTCH1",0.002,NA
"1037804","[1, 5] mismatches","ICOSLG",0.002,NA
"1037892","[1, 5] mismatches","APC",0.002,NA
"1039170","[1, 5] mismatches","MEN1",0.002,NA
"1039222","[1, 5] mismatches","FAM175A",0.002,NA
"1039756","[1, 5] mismatches","BLM",0.002,NA
"1040346","> 5 mismatches | Indels","CDH1",0.002,NA
"1040357","[1, 5] mismatches","SUFU",0.002,NA
"1041210","[1, 5] mismatches","FANCA",0.002,NA
"1041461","[1, 5] mismatches","RB1",0.002,NA
"1041492","[1, 5] mismatches","BARD1",0.002,NA
"1041944","[1, 5] mismatches","APC",0.002,NA
"1042312","[1, 5] mismatches","POLE",0.002,NA
"1042330","[1, 5] mismatches","ALK",0.002,NA
"1042803","[1, 5] mismatches","FANCA",0.002,NA
"1042931","[1, 5] mismatches","FANCA",0.002,NA
"1043996","[1, 5] mismatches","BLM",0.002,NA
"1044437","[1, 5] mismatches","ALK",0.002,NA
"1044656","[1, 5] mismatches","ALK",0.002,NA
"1044712","[1, 5] mismatches","RAD50",0.002,NA
"1044851","[1, 5] mismatches","PTCH1",0.002,NA
"1044869","[1, 5] mismatches","CTLA4",0.002,NA
"1045132","[1, 5] mismatches","NOTCH1",0.002,NA
"1045624","[1, 5] mismatches","BRIP1",0.002,NA
"1045834","[1, 5] mismatches","TSC2",0.002,NA
"1045957","[1, 5] mismatches","AXIN2",0.002,NA
"1045995","[1, 5] mismatches","NF1",0.002,NA
"1047179","[1, 5] mismatches","RECQL4",0.002,NA
"1048637","> 5 mismatches | Indels","MED12",0.002,NA
"1049026","[1, 5] mismatches","CDH1",0.002,NA
"1049030","[1, 5] mismatches","DNMT1",0.002,NA
"1049067","> 5 mismatches | Indels","MSH3",0.002,NA
"1049152","[1, 5] mismatches","TBX3",0.002,NA
"1049420","[1, 5] mismatches","ATM",0.002,NA
"1049577","[1, 5] mismatches","BRCA1",0.002,NA
"1049793","[1, 5] mismatches","ERCC5",0.002,NA
"1049852","[1, 5] mismatches","FAT1",0.002,NA
"1050408","[1, 5] mismatches","BRCA1",0.002,NA
"1050415","[1, 5] mismatches","KDR",0.002,NA
"1050565","[1, 5] mismatches","FGFR3",0.002,NA
"1050599","[1, 5] mismatches","ERCC5",0.002,NA
"1051393","[1, 5] mismatches","SUFU",0.002,NA
"1051533","> 5 mismatches | Indels","NOTCH1",0.002,NA
